flips												logical error	no logical error	
1	0	0	0	1	1	0	1	1	0	1	0	9	40	0
1	0	1	0	1	0	1	0	0	1	1	0	13	25	0
1	1	1	0	1	1	1	1	0	1	0	1	10	38	0
1	1	0	1	1	1	1	1	1	1	0	1	17	36	0
0	1	0	1	1	0	1	1	0	0	0	0	9	39	0
0	1	1	1	0	0	0	1	0	0	0	0	9	32	0
0	1	1	0	0	1	1	0	1	0	1	1	18	44	0
0	0	1	0	1	1	1	1	0	0	0	1	16	31	0
0	0	0	0	0	0	1	0	1	0	1	0	12	43	0
1	1	1	1	1	1	0	0	1	1	1	1	8	37	0
0	0	1	1	0	1	1	1	0	1	1	1	13	42	0
1	0	1	1	1	1	0	1	0	0	1	0	8	34	0
1	1	1	1	1	1	1	0	1	0	1	0	12	37	0
0	1	1	0	0	0	1	0	1	1	1	1	11	31	0
1	0	0	1	1	0	1	0	1	1	0	0	10	34	0
1	0	1	1	1	1	1	1	0	1	1	1	14	30	0
0	1	1	1	1	1	1	1	1	1	0	1	10	45	0
1	0	1	1	0	0	1	0	1	1	1	0	10	29	0
1	0	1	0	1	1	1	0	0	0	1	1	7	31	0
0	1	1	1	1	1	0	0	0	0	0	1	16	30	0
1	1	1	0	1	0	1	0	0	0	1	1	15	23	0
0	0	1	1	1	0	1	1	1	0	1	1	11	41	0
0	1	1	0	0	0	1	1	1	1	0	1	14	38	0
0	0	0	0	1	0	1	1	0	0	1	0	15	40	0
0	1	0	0	0	1	1	1	1	1	0	1	7	39	0
0	0	0	1	1	1	0	1	0	0	1	0	11	38	0
0	1	1	1	1	0	1	1	0	1	0	0	11	32	0
0	1	0	1	0	0	0	0	0	1	1	1	9	38	0
1	1	1	1	0	0	0	0	0	1	1	0	10	41	0
1	1	1	0	0	0	0	1	0	0	0	1	8	31	0
1	1	1	1	1	1	1	1	1	1	1	0	12	45	0
1	1	0	0	1	1	1	1	1	0	1	1	8	44	0
1	0	1	0	0	0	1	0	1	0	0	0	14	38	0
0	0	0	1	1	1	1	1	1	0	1	0	10	35	0
0	0	0	1	0	0	1	0	0	1	0	0	14	36	0
1	1	1	1	0	0	1	1	0	0	0	1	17	27	0
1	1	0	1	0	0	1	0	1	0	1	0	11	39	0
0	1	1	1	1	0	1	0	0	0	1	1	8	24	0
1	1	0	1	0	0	0	1	1	1	1	0	11	28	0
0	1	1	0	0	1	0	0	1	0	0	0	12	32	0
1	0	0	0	0	0	1	1	1	0	1	0	5	33	0
0	0	0	0	1	0	1	0	0	1	1	1	10	45	0
1	1	0	1	1	1	1	0	1	1	0	1	5	28	0
1	0	0	0	0	1	1	1	0	0	1	0	8	49	0
0	0	0	1	0	1	1	0	1	1	0	1	6	32	0
1	0	1	1	1	0	0	1	0	1	0	0	11	40	0
1	1	0	1	0	0	0	0	1	0	1	1	11	23	0
1	0	0	1	0	0	1	1	0	0	0	1	10	36	0
0	0	0	0	0	1	0	0	0	0	0	0	17	37	0
0	0	1	0	0	0	0	1	0	0	0	0	13	32	0
0	1	1	1	1	0	0	1	0	1	0	1	16	34	0
1	1	0	0	1	1	1	1	0	1	1	0	12	43	0
0	0	1	0	0	1	1	1	1	1	0	0	14	34	0
0	0	0	1	0	0	1	1	1	1	0	0	12	41	0
0	0	1	1	1	0	0	1	1	1	1	1	18	46	0
1	1	1	1	1	0	1	1	0	1	1	1	10	30	0
0	1	1	1	1	0	1	1	0	1	1	1	10	45	0
0	1	1	0	0	1	0	0	0	1	1	0	5	36	0
1	0	0	1	0	1	1	1	0	0	1	1	9	38	0
0	0	0	1	1	1	1	0	1	0	0	1	12	31	0
0	0	0	1	1	0	1	1	0	0	1	0	9	33	0
1	0	1	0	0	0	0	0	0	0	0	0	7	36	0
0	1	0	0	1	1	0	0	1	1	1	0	12	28	0
0	1	0	0	0	0	0	0	0	0	1	1	9	39	0
1	1	1	1	0	0	1	1	1	1	1	0	10	35	0
0	0	0	1	0	0	0	0	1	0	0	0	13	36	0
1	0	0	1	0	1	1	1	1	1	1	0	7	21	0
0	0	0	0	0	0	1	1	1	0	1	1	11	40	0
0	0	0	0	0	1	1	0	0	1	1	1	19	34	0
1	1	1	1	0	0	0	1	0	0	1	0	9	39	0
0	0	0	1	0	0	0	1	0	1	1	0	11	33	0
0	0	0	1	0	0	0	1	1	1	0	0	13	34	0
1	1	1	0	1	0	1	0	1	0	1	1	11	43	0
0	1	1	1	0	0	1	0	0	1	0	0	15	57	0
0	1	0	0	0	0	1	0	0	0	0	0	17	32	0
1	1	0	1	1	0	0	1	1	0	0	1	8	34	0
0	1	1	1	1	1	0	1	1	1	1	1	7	24	0
0	1	0	1	1	1	0	0	0	1	1	1	13	40	0
0	0	0	0	1	0	1	0	1	1	0	0	13	38	0
0	0	0	1	1	0	0	1	0	1	0	0	9	44	0
1	0	1	1	0	0	1	1	1	0	1	0	11	28	0
0	0	1	1	1	0	0	0	1	1	0	0	13	33	0
0	1	0	0	0	0	0	1	1	1	0	1	13	35	0
1	1	1	1	1	0	0	1	1	0	0	0	8	35	0
0	1	0	0	1	1	0	0	0	1	1	1	10	39	0
1	0	0	0	0	1	0	1	0	1	1	1	10	48	0
1	1	1	1	0	1	1	0	0	0	0	1	8	40	0
1	0	0	0	1	0	1	1	1	0	0	0	12	32	0
0	0	1	1	1	0	1	1	1	1	0	1	11	29	0
1	0	0	1	1	0	0	0	1	0	0	0	11	42	0
1	1	1	0	1	1	1	1	0	0	1	0	11	36	0
1	0	0	0	1	0	0	0	1	0	1	1	9	31	0
0	1	0	0	1	1	0	0	0	1	0	0	11	29	0
0	0	0	0	1	1	0	1	1	1	0	0	11	30	0
0	1	1	0	0	1	0	0	0	1	1	1	16	44	0
1	0	1	0	1	1	0	1	1	0	0	1	12	41	0
1	1	1	1	1	0	0	0	0	0	0	1	12	30	0
0	1	0	1	0	0	0	0	0	0	1	1	10	31	0
1	0	1	0	0	0	0	0	0	1	0	1	12	37	0
1	1	0	0	0	1	1	0	1	0	1	1	11	37	0
0	1	1	1	1	1	1	1	0	0	0	1	16	38	0
0	0	0	1	1	0	1	1	0	1	1	0	14	40	0
1	1	0	0	0	1	1	0	1	0	0	0	17	35	0
0	0	0	0	1	1	0	0	1	1	0	0	15	34	0
0	1	1	0	0	0	0	1	0	1	0	0	17	35	0
0	0	1	0	1	1	0	0	1	1	0	1	13	36	0
1	1	0	1	0	0	0	0	1	1	0	1	8	37	0
0	0	0	0	0	1	0	0	1	1	1	0	12	30	0
1	1	1	1	1	1	0	0	0	1	1	1	12	39	0
1	1	0	0	0	1	1	1	1	1	0	0	13	33	0
1	1	0	1	1	1	1	0	1	1	1	0	9	27	0
1	1	1	0	1	0	0	1	0	1	1	0	19	41	0
0	1	1	1	1	0	0	0	0	0	0	1	17	38	0
1	0	1	1	0	1	0	1	0	1	0	0	17	38	0
0	1	1	0	0	1	0	1	0	1	0	0	17	31	0
0	0	0	1	0	1	0	0	1	1	1	0	15	38	0
0	1	0	0	0	1	1	1	0	1	1	0	7	41	0
1	1	0	1	1	1	1	0	1	0	0	0	8	49	0
1	1	1	1	1	1	1	0	0	0	0	0	16	32	0
1	0	1	0	0	1	0	0	0	0	0	0	9	42	0
1	1	1	0	1	1	0	0	1	0	1	0	5	25	0
1	1	1	0	0	0	0	1	0	0	1	0	15	35	0
0	0	1	1	0	1	1	0	0	1	1	1	6	42	0
0	1	0	1	1	0	0	0	1	1	1	0	14	30	0
1	0	0	1	1	1	1	1	0	1	0	0	15	28	0
0	0	1	1	1	1	0	1	0	1	1	1	16	29	0
0	1	1	0	0	1	1	0	0	0	0	0	16	41	0
1	0	0	0	0	0	0	1	1	1	0	0	15	38	0
1	1	0	1	1	0	0	1	1	1	0	1	8	42	0
0	0	0	1	1	1	0	1	0	1	0	1	16	31	0
1	0	0	0	0	1	0	0	1	0	0	1	9	33	0
1	1	0	0	1	0	1	0	0	0	1	1	13	29	0
0	0	0	0	0	0	0	1	1	1	1	0	13	33	0
1	1	1	1	0	1	0	1	0	0	1	0	13	28	0
1	1	1	1	0	0	0	1	1	0	0	0	13	33	0
1	1	0	1	0	1	0	0	1	0	1	0	9	32	0
1	0	1	0	1	0	0	1	0	0	0	1	11	36	0
1	0	0	1	1	0	0	0	0	1	0	1	12	49	0
0	1	1	0	0	1	1	0	1	0	0	0	11	38	0
1	0	1	1	1	0	1	0	0	1	0	0	10	50	0
1	1	1	0	1	0	0	0	0	1	1	1	10	36	0
0	1	0	1	0	1	0	0	1	1	1	1	16	33	0
1	0	0	0	1	0	0	0	1	1	0	0	8	40	0
0	1	1	0	0	0	0	0	0	1	1	0	7	32	0
1	0	0	0	1	1	1	1	1	1	1	1	16	25	0
0	0	1	0	0	0	0	0	1	0	0	0	10	38	0
1	0	1	0	0	1	1	1	1	1	0	0	15	39	0
1	1	1	0	1	1	1	0	0	0	0	0	13	38	0
1	0	1	1	0	1	1	1	0	1	1	1	12	31	0
1	0	0	0	0	0	0	0	0	1	0	1	10	28	0
1	0	0	0	1	0	0	1	1	0	1	1	13	45	0
0	1	0	0	1	1	0	0	1	1	0	0	10	32	0
1	0	1	0	1	1	0	1	0	0	0	0	4	30	0
1	0	0	1	1	1	1	0	1	1	0	1	19	31	0
0	1	0	0	1	1	1	1	0	0	0	0	12	29	0
0	0	1	0	1	1	1	1	1	1	1	1	17	39	0
0	0	1	0	1	1	1	1	1	0	1	1	9	36	0
0	0	1	1	0	0	1	1	1	1	1	1	13	40	0
1	1	1	0	1	1	1	0	0	1	0	0	8	33	0
1	0	0	1	0	0	0	0	1	1	1	1	12	27	0
0	0	1	1	1	1	0	1	0	0	1	1	8	44	0
1	0	1	0	1	1	0	0	1	0	1	1	10	33	0
0	0	0	0	1	1	0	1	1	1	0	1	16	35	0
0	0	1	0	1	1	0	1	1	1	0	1	13	50	0
0	1	0	1	1	1	1	1	1	1	1	0	15	36	0
1	0	0	1	0	1	0	0	0	0	0	1	12	33	0
1	1	0	0	0	1	1	1	0	1	0	1	7	31	0
0	0	0	0	0	1	0	0	1	0	1	1	9	51	0
0	1	0	1	0	0	1	1	0	1	1	1	19	35	0
0	0	1	0	1	0	1	0	0	1	0	0	14	39	0
1	0	0	0	0	1	1	0	1	0	0	1	17	34	0
1	1	0	0	1	1	1	1	0	1	0	1	8	36	0
0	1	0	1	1	0	1	1	0	0	1	0	12	28	0
1	0	1	1	1	1	1	0	1	1	1	1	4	30	0
0	0	1	0	1	0	0	1	1	1	1	1	12	34	0
1	1	1	0	0	0	1	0	0	1	1	0	13	35	0
0	1	0	1	1	1	0	1	1	1	0	0	12	42	0
1	0	1	1	0	1	0	0	0	1	1	1	13	44	0
1	1	0	0	1	0	1	1	0	1	0	1	16	37	0
1	0	1	1	1	0	0	1	1	1	0	1	12	34	0
1	0	0	0	1	1	1	1	1	1	0	1	8	39	0
1	1	0	1	1	1	0	0	0	1	1	1	19	30	0
1	0	1	1	1	0	1	1	0	1	0	1	16	37	0
0	0	1	1	0	1	1	1	1	1	1	0	6	39	0
1	1	0	0	0	1	0	0	0	0	0	1	11	33	0
1	0	1	1	0	1	1	1	1	1	0	0	13	40	0
1	0	0	0	1	1	1	0	0	0	1	0	15	36	0
0	0	0	0	1	1	0	0	0	0	1	1	13	39	0
1	0	0	1	1	1	1	1	1	1	1	1	12	32	0
1	1	1	0	0	0	0	0	1	1	1	0	18	30	0
1	0	0	1	0	0	0	0	1	1	1	0	12	29	0
0	1	1	1	0	1	0	0	1	1	1	1	12	35	0
1	1	0	0	0	0	1	1	1	0	0	1	15	40	0
1	0	1	0	1	1	1	1	0	0	0	0	10	37	0
1	0	0	1	1	0	1	0	1	1	1	0	15	39	0
1	0	0	0	1	0	0	1	1	0	1	0	8	38	0
1	1	0	0	0	0	0	1	0	1	0	1	13	32	0
0	0	0	0	1	1	0	1	0	0	0	1	10	24	0
0	1	1	0	0	0	0	1	1	0	1	0	14	22	0
0	1	0	0	0	0	0	1	0	1	0	0	12	28	0
1	1	0	0	1	1	1	1	1	1	1	1	12	42	0
0	0	1	1	1	0	1	1	0	1	1	0	13	38	0
1	0	1	1	1	1	1	1	0	0	0	1	11	22	0
1	0	0	1	1	0	1	1	0	0	1	0	10	38	0
1	1	1	0	0	0	1	1	0	1	1	1	5	37	0
0	1	1	0	1	0	1	0	1	0	1	1	9	41	0
1	0	0	0	1	1	0	0	1	1	0	1	8	42	0
0	1	0	1	0	0	0	0	0	1	0	1	14	37	0
1	0	0	1	0	0	1	1	1	1	1	0	9	35	0
0	0	1	1	0	1	0	0	0	1	0	0	10	32	0
1	1	1	0	0	1	0	1	0	1	0	1	14	34	0
0	1	0	1	1	0	0	0	1	0	1	0	16	25	0
1	0	0	0	0	0	0	0	0	0	0	1	11	32	0
0	1	0	1	1	0	0	1	0	0	1	1	13	31	0
1	1	0	1	1	1	1	0	1	0	0	1	9	43	0
1	0	1	0	1	1	1	0	0	1	1	0	13	32	0
0	1	1	1	1	0	1	1	0	1	0	1	19	36	0
0	1	0	0	1	0	1	1	1	0	1	0	15	46	0
0	0	1	0	0	0	0	0	0	1	0	1	11	47	0
1	0	0	0	1	0	1	0	1	0	1	0	14	41	0
0	0	0	0	1	1	1	0	1	1	1	0	7	40	0
0	0	1	1	1	1	1	1	0	0	1	0	16	33	0
1	1	0	0	0	0	0	0	0	0	0	0	17	42	0
0	0	1	0	0	1	0	1	1	0	1	0	13	28	0
1	1	1	1	1	0	1	0	0	1	1	1	12	46	0
1	0	0	1	0	0	0	1	0	1	1	1	11	36	0
0	1	0	0	1	0	0	1	0	1	0	0	15	44	0
0	1	0	1	1	0	1	1	0	1	1	1	13	32	0
0	1	1	1	1	1	0	1	0	0	1	0	9	33	0
1	1	0	1	0	0	0	1	0	1	1	1	17	43	0
1	1	0	0	1	1	1	0	0	1	0	1	16	37	0
0	0	1	0	1	0	1	0	0	1	1	1	16	40	0
1	1	1	1	0	1	0	0	1	1	0	0	10	39	0
1	0	1	0	0	0	0	0	0	1	1	0	10	30	0
1	0	0	1	1	0	0	0	1	0	1	0	15	40	0
1	1	0	0	0	1	0	1	1	1	0	1	12	36	0
0	1	1	1	1	0	1	0	0	0	1	0	13	34	0
0	1	0	0	0	1	1	0	0	0	1	1	22	27	0
0	1	0	1	1	0	1	1	0	0	0	1	10	36	0
0	0	0	0	0	1	0	0	1	0	0	0	12	30	0
0	0	0	1	0	1	0	0	0	1	1	1	14	34	0
0	1	1	1	1	0	1	0	0	0	0	1	15	35	0
1	1	0	1	0	1	0	1	1	1	1	1	12	30	0
1	0	0	0	0	0	1	0	1	0	0	0	17	39	0
0	0	1	0	0	0	0	0	0	0	0	0	17	34	0
1	0	0	0	0	1	0	0	0	0	0	0	10	32	0
1	1	0	1	1	0	1	1	1	0	1	0	12	34	0
0	0	0	1	1	0	1	1	0	1	1	1	14	31	0
0	1	0	0	0	1	1	0	0	1	0	0	18	43	0
0	1	1	1	0	1	1	1	0	1	1	1	10	39	0
1	0	0	1	1	0	0	0	0	0	1	0	9	37	0
1	1	0	0	0	1	0	1	1	1	1	1	11	33	0
1	0	0	0	1	1	1	1	0	0	0	1	13	29	0
0	0	0	1	0	0	1	1	1	1	1	0	11	31	0
1	1	0	0	0	1	1	0	1	1	0	1	13	35	0
1	0	0	1	1	1	1	0	1	1	0	0	9	44	0
1	1	0	0	0	1	1	0	0	0	1	1	11	34	0
1	1	0	0	1	0	1	1	0	1	0	0	15	30	0
0	0	1	1	0	1	1	1	0	0	0	0	14	41	0
1	0	1	0	0	1	1	1	0	1	0	0	9	37	0
1	0	1	0	1	1	0	0	1	0	1	0	14	38	0
1	0	0	0	1	1	1	0	1	1	1	0	10	28	0
0	0	0	1	1	1	0	1	0	1	1	0	10	46	0
1	1	1	0	0	1	0	1	0	0	1	0	14	38	0
0	0	0	0	1	1	1	0	1	0	0	1	10	24	0
1	1	1	0	1	0	1	0	0	0	0	0	14	30	0
0	0	0	0	0	1	1	1	1	0	1	0	14	29	0
0	1	0	0	1	0	1	0	1	1	0	1	15	39	0
1	1	1	0	1	1	1	0	1	1	1	1	9	39	0
1	1	1	1	0	0	1	0	1	1	0	0	15	33	0
1	1	1	0	0	0	1	0	1	1	1	0	8	26	0
0	0	1	1	1	1	1	1	1	0	1	1	10	31	0
0	0	0	1	0	1	0	0	1	0	1	0	12	34	0
1	1	1	1	0	0	1	1	0	1	0	1	13	29	0
1	0	0	0	0	0	0	1	1	1	1	0	11	43	0
1	0	0	1	0	0	0	1	0	1	1	0	10	29	0
1	0	1	0	0	1	0	0	1	1	0	1	12	34	0
0	1	0	0	1	1	1	1	0	1	1	1	10	39	0
0	0	0	0	1	0	0	0	1	0	1	0	10	30	0
0	1	0	1	1	1	1	0	0	1	0	0	12	30	0
1	0	1	1	1	1	0	0	1	0	0	1	9	31	0
1	1	1	1	1	0	0	0	1	1	0	0	9	33	0
0	1	0	0	0	1	0	1	1	0	1	0	11	35	0
1	1	0	1	1	0	0	1	0	1	1	1	10	37	0
0	1	1	1	1	1	0	1	0	1	0	0	16	40	0
1	1	0	0	1	0	0	0	1	0	1	1	9	31	0
1	1	1	1	1	0	0	0	1	0	0	0	13	44	0
0	0	1	1	0	0	1	0	0	0	1	1	14	39	0
1	0	1	0	0	0	1	0	0	0	0	0	9	36	0
1	1	1	1	1	0	1	1	1	0	0	1	7	34	0
0	1	0	1	1	0	1	1	1	1	1	1	12	34	0
0	1	1	0	1	1	0	0	0	0	1	0	7	27	0
1	0	0	0	1	1	0	1	0	1	1	1	9	31	0
0	1	0	1	0	0	1	1	1	1	0	0	10	34	0
1	0	1	1	0	0	1	0	1	1	0	0	12	37	0
0	1	1	0	0	1	1	1	1	1	1	1	14	38	0
0	1	1	0	1	0	0	1	1	0	1	0	11	32	0
0	0	0	0	1	0	0	1	0	1	1	1	17	33	0
0	1	0	0	0	0	1	1	0	0	1	0	12	40	0
0	1	0	1	1	0	0	1	0	1	1	1	9	33	0
1	1	0	0	0	0	1	1	0	0	0	0	10	31	0
0	1	0	1	0	1	1	0	0	0	0	0	13	27	0
1	0	1	1	1	0	0	1	0	0	1	0	17	43	0
1	0	1	1	1	1	0	1	0	0	0	0	10	38	0
0	1	0	0	1	1	1	1	1	0	0	1	6	31	0
0	1	1	0	0	0	1	1	1	1	0	0	9	32	0
1	0	1	0	0	1	0	1	0	1	0	0	12	32	0
1	1	0	0	0	0	1	0	0	1	1	1	16	42	0
1	0	1	0	0	1	1	1	1	1	0	1	10	28	0
0	1	0	0	1	0	0	0	0	1	0	1	15	32	0
0	1	1	1	1	1	0	0	0	0	1	0	9	33	0
1	1	1	1	1	1	1	0	1	1	1	1	12	31	0
1	0	1	0	0	1	0	0	0	1	0	1	10	47	0
0	1	0	0	0	0	1	0	0	1	0	0	15	36	0
1	0	0	0	1	0	0	0	1	1	0	1	16	28	0
0	1	0	1	1	0	0	1	1	1	1	1	11	25	0
1	1	1	1	1	1	1	0	0	0	1	1	9	41	0
0	0	0	0	1	1	1	0	0	0	0	0	5	34	0
0	0	0	1	0	0	1	1	0	1	0	1	11	29	0
1	0	0	1	0	1	0	1	0	1	1	1	19	39	0
1	0	1	0	1	1	0	0	0	1	1	0	12	35	0
1	1	1	1	0	0	1	0	0	0	0	0	13	37	0
0	0	1	0	1	1	0	1	0	0	1	1	17	44	0
1	1	0	1	0	1	1	1	1	0	0	1	12	26	0
0	0	1	1	0	0	0	0	1	0	0	0	11	32	0
0	1	0	1	1	1	0	0	0	0	0	0	11	37	0
0	1	1	1	1	1	1	1	1	0	1	0	13	31	0
1	0	1	1	0	1	1	0	0	1	0	1	16	43	0
1	1	1	1	0	0	0	0	1	1	1	1	3	41	0
0	1	1	1	0	1	1	0	0	1	1	0	11	32	0
1	1	1	0	0	0	0	0	0	0	1	1	14	34	0
0	1	1	1	0	0	0	1	1	0	0	0	15	35	0
0	0	0	1	0	1	0	0	1	0	0	1	13	26	0
0	1	0	0	1	1	0	0	0	0	0	0	10	51	0
1	1	0	1	0	1	1	0	0	1	1	0	12	47	0
0	1	1	0	1	0	0	0	0	1	1	0	12	39	0
1	1	1	1	1	0	1	1	1	0	0	0	8	41	0
1	1	1	0	1	1	0	1	0	0	1	1	13	32	0
1	1	1	1	1	0	1	0	1	1	0	1	12	34	0
1	1	0	1	0	0	1	1	0	1	0	0	11	25	0
0	1	1	0	1	0	1	1	0	0	1	0	10	35	0
1	0	1	0	0	1	1	1	1	0	0	0	10	26	0
0	1	0	0	1	1	0	1	1	1	0	1	10	34	0
1	1	0	0	1	1	0	1	0	0	1	1	13	37	0
1	1	0	0	0	1	1	0	0	1	0	1	12	35	0
1	0	0	0	0	1	1	0	1	0	1	1	8	35	0
1	0	0	0	0	1	0	0	0	1	0	0	17	37	0
0	0	0	1	0	0	1	0	0	1	1	0	10	38	0
1	0	0	1	1	0	0	1	1	1	0	0	10	35	0
1	1	0	1	0	0	0	0	1	0	1	0	14	37	0
1	1	0	0	1	0	0	0	0	0	0	1	11	34	0
1	0	0	1	1	1	0	0	1	1	0	1	17	35	0
1	0	1	1	1	1	0	0	0	1	1	0	17	49	0
0	0	0	1	1	1	0	0	1	0	1	1	13	44	0
1	1	1	0	0	1	0	0	1	1	0	1	9	43	0
0	0	0	0	1	1	0	1	0	0	0	0	9	39	0
1	1	1	0	1	0	1	0	0	1	0	1	12	50	0
0	0	0	1	0	0	0	0	0	1	0	1	13	28	0
0	0	1	0	1	0	1	0	1	1	0	1	13	31	0
0	1	0	1	0	1	1	0	1	0	0	0	8	32	0
1	0	0	1	0	1	0	0	1	1	0	0	16	23	0
0	1	1	1	1	1	1	1	0	0	1	1	11	37	0
0	1	1	0	1	0	0	0	1	1	0	1	12	39	0
1	1	0	1	1	1	0	1	0	1	1	1	17	42	0
1	1	0	1	1	1	1	0	0	1	0	1	9	38	0
0	0	1	0	1	0	0	1	0	1	1	0	7	41	0
1	0	0	0	0	0	1	1	0	0	0	0	12	51	0
1	0	1	0	1	1	0	0	1	0	0	0	10	24	0
1	1	0	1	1	1	1	0	1	0	1	1	15	36	0
0	0	1	1	1	0	1	1	0	1	0	1	6	39	0
0	1	0	0	0	0	0	0	1	1	0	0	14	38	0
0	1	1	1	0	0	0	1	0	1	1	1	20	30	0
0	0	0	1	1	0	0	1	1	0	1	0	12	44	0
1	0	1	0	1	1	0	1	1	1	1	0	7	44	0
1	0	0	0	1	1	1	0	0	0	1	1	9	28	0
1	1	1	0	0	1	0	0	1	1	1	1	8	38	0
0	1	1	0	0	0	0	1	1	1	0	1	14	41	0
0	0	1	0	0	0	1	0	1	0	1	0	9	46	0
1	1	1	1	0	0	0	0	0	0	1	1	12	35	0
1	1	0	1	0	0	1	1	1	1	0	0	13	39	0
0	1	0	0	0	1	1	0	0	0	0	1	13	22	0
0	0	0	0	1	1	0	0	0	0	0	1	8	44	0
1	0	1	1	0	0	1	0	1	0	1	1	11	35	0
0	0	1	1	1	1	0	1	1	1	1	1	12	32	0
1	1	1	0	0	1	0	0	0	1	0	1	15	31	0
0	1	0	0	1	1	0	0	0	1	0	1	8	41	0
0	0	0	0	1	0	0	1	0	1	0	1	9	42	0
1	0	0	0	0	0	1	1	0	0	1	1	12	25	0
0	1	0	0	1	0	1	1	0	1	0	0	7	33	0
0	0	0	1	0	1	0	1	1	0	1	1	16	28	0
0	0	0	0	1	1	1	0	1	1	0	0	11	46	0
0	1	0	1	0	0	0	1	1	1	1	0	14	33	0
0	0	1	1	0	1	1	0	0	1	0	0	15	44	0
0	1	0	1	0	1	1	0	0	0	0	1	10	32	0
1	0	0	1	1	0	0	1	0	0	1	0	14	35	0
1	1	0	0	1	0	0	1	1	0	1	1	16	42	0
0	0	1	0	0	1	1	1	0	0	0	1	9	47	0
0	1	0	0	1	1	0	0	0	0	1	0	14	30	0
0	0	0	1	0	0	1	1	0	1	1	0	7	38	0
0	1	1	0	1	1	0	1	1	1	0	1	13	49	0
0	0	0	0	1	0	0	1	0	0	0	1	15	42	0
1	0	1	1	1	1	0	1	1	0	1	0	16	28	0
1	1	0	1	1	1	1	1	1	0	0	1	13	33	0
1	1	1	1	0	1	1	1	1	0	1	1	14	38	0
1	0	1	0	0	0	1	0	0	1	0	0	10	42	0
1	1	0	1	0	0	1	1	1	0	1	0	13	41	0
0	0	0	0	1	1	0	0	0	0	0	0	20	36	0
0	1	1	0	1	1	0	0	0	1	1	0	14	44	0
0	0	1	0	0	0	1	1	1	0	1	0	14	37	0
0	0	1	1	1	1	1	0	0	1	0	0	9	44	0
0	1	0	0	1	0	1	1	1	0	1	1	8	38	0
1	1	1	0	0	0	0	0	0	0	0	0	11	35	0
1	0	0	0	1	0	1	1	1	0	1	1	11	48	0
0	0	0	1	1	1	0	1	0	1	1	1	18	31	0
1	1	0	1	0	0	0	0	0	1	0	1	16	33	0
0	0	1	1	1	0	1	1	0	0	0	1	14	21	0
1	0	1	1	0	1	0	1	1	0	1	1	12	41	0
1	1	1	1	1	1	0	1	1	1	0	0	12	39	0
1	0	1	0	1	0	1	0	1	0	1	1	7	32	0
1	0	1	0	1	1	1	0	0	0	1	0	8	47	0
0	0	1	1	1	1	0	0	0	1	0	1	16	35	0
1	0	1	1	0	0	0	1	0	0	1	0	15	40	0
0	0	1	1	1	0	0	0	1	0	0	1	10	38	0
0	1	0	0	0	0	1	1	0	0	1	1	10	41	0
0	0	0	0	1	0	0	1	1	0	0	0	12	25	0
1	0	0	0	1	0	1	0	0	1	1	1	8	40	0
1	1	1	1	0	0	0	1	1	0	0	1	11	37	0
1	0	0	1	0	0	1	1	0	1	1	0	17	35	0
0	0	1	0	0	1	0	0	1	0	1	0	12	30	0
1	1	0	0	1	1	0	0	0	0	0	1	8	44	0
0	0	1	1	1	0	0	1	0	0	0	0	17	25	0
0	0	0	0	1	0	0	1	1	1	1	1	19	29	0
0	0	1	1	0	1	1	0	1	1	0	1	9	44	0
0	0	1	1	1	1	1	1	0	1	1	0	13	44	0
0	1	1	0	1	0	1	0	0	0	1	1	19	30	0
0	1	1	1	0	1	0	0	0	0	1	0	9	40	0
0	1	0	1	0	0	0	0	1	1	1	0	10	39	0
1	1	1	1	0	0	1	0	0	1	0	0	15	32	0
0	0	1	1	1	1	0	1	1	0	0	0	3	30	0
0	1	1	0	0	0	1	1	0	0	0	1	11	30	0
1	1	1	0	0	0	0	1	0	0	0	0	13	36	0
1	1	1	1	0	0	1	0	1	0	1	1	7	40	0
1	1	0	0	0	1	0	0	1	1	1	0	15	31	0
1	1	1	0	0	0	1	0	0	1	0	0	13	31	0
1	1	0	1	1	1	0	0	1	0	1	0	10	49	0
0	1	0	1	1	1	1	0	1	0	1	0	13	34	0
0	1	1	1	0	1	0	0	1	1	0	1	10	37	0
1	0	0	0	0	0	0	0	0	1	0	0	9	30	0
0	1	1	0	0	0	0	0	0	1	0	1	8	32	0
1	0	0	1	1	0	1	0	1	0	1	1	9	31	0
0	1	1	1	0	1	0	0	0	1	1	1	14	33	0
1	1	1	0	1	1	0	0	0	1	1	1	16	38	0
0	0	0	0	1	0	1	1	1	0	0	0	10	33	0
1	1	0	1	1	0	0	1	0	0	1	1	16	33	0
0	1	0	0	0	0	0	0	0	1	1	0	11	32	0
1	0	1	0	0	0	1	0	0	0	1	0	8	32	0
1	0	1	0	0	0	0	1	1	1	1	0	14	31	0
1	1	0	0	1	0	0	1	1	1	0	1	10	31	0
1	1	1	1	0	0	0	1	0	0	1	1	16	39	0
0	1	1	1	1	1	0	0	1	0	0	0	13	39	0
1	1	1	1	1	0	0	1	1	0	0	1	14	35	0
1	0	0	0	0	0	0	1	0	1	1	0	19	26	0
0	0	1	1	0	0	0	1	0	0	1	1	14	41	0
1	1	1	1	1	1	0	1	0	1	1	1	11	38	0
1	0	1	0	1	0	0	1	0	1	0	0	6	43	0
1	1	0	1	0	0	0	0	0	1	1	0	13	34	0
